,index,YearsCodePro
76432,76432,1
76433,76433,14
76434,76434,1
76435,76435,1
76438,76438,2
76439,76439,13
76441,76441,3
76442,76442,21
76443,76443,4
76449,76449,37
76450,76450,4
76451,76451,27
76452,76452,15
76453,76453,2
76454,76454,2
76456,76456,2
76457,76457,5
76458,76458,8
76459,76459,3
76460,76460,7
76461,76461,1
76463,76463,10
76464,76464,1
76465,76465,20
76466,76466,15
76467,76467,20
76468,76468,5
76469,76469,13
76470,76470,5
76471,76471,15
76473,76473,11
76474,76474,5
76475,76475,30
76476,76476,2
76477,76477,7
76478,76478,2
76480,76480,2
76482,76482,36
76485,76485,5
76486,76486,6
76487,76487,4
76488,76488,15
76492,76492,9
76495,76495,12
76496,76496,2
76498,76498,5
76499,76499,1
76507,76507,10
76508,76508,2
76509,76509,2
76510,76510,3
76511,76511,21
76515,76515,7
76517,76517,21
76520,76520,16
76522,76522,5
76523,76523,7
76524,76524,4
76525,76525,13
76526,76526,14
76529,76529,4
76530,76530,9
76531,76531,20
76533,76533,2
76535,76535,25
76536,76536,2
76537,76537,10
76538,76538,4
76539,76539,5
76540,76540,4
76542,76542,6
76543,76543,1
76544,76544,2
76545,76545,8
76546,76546,7
76547,76547,2
76550,76550,3
76551,76551,7
76552,76552,6
76553,76553,22
76554,76554,7
76555,76555,3
76556,76556,8
76559,76559,13
76561,76561,2
76563,76563,4
76564,76564,1
76568,76568,8
76569,76569,2
76570,76570,6
76572,76572,7
76574,76574,8
76576,76576,15
76577,76577,7
76578,76578,5
76581,76581,15
76582,76582,11
76583,76583,20
76584,76584,7
76585,76585,13
76586,76586,2
76588,76588,3
76589,76589,7
76590,76590,30
76591,76591,39
76592,76592,5
76593,76593,9
76594,76594,2
76595,76595,20
76596,76596,3
76597,76597,3
76598,76598,14
76600,76600,16
76601,76601,4
76602,76602,9
76604,76604,2
76605,76605,8
76606,76606,20
76607,76607,50
76608,76608,3
76610,76610,24
76611,76611,16
76613,76613,8
76615,76615,1
76616,76616,10
76617,76617,17
76618,76618,18
76621,76621,12
76622,76622,8
76623,76623,34
76624,76624,8
76625,76625,5
76626,76626,18
76627,76627,7
76628,76628,23
76629,76629,14
76632,76632,3
76634,76634,24
76635,76635,7
76636,76636,35
76637,76637,7
76638,76638,22
76639,76639,6
76640,76640,22
76641,76641,9
76643,76643,15
76644,76644,6
76646,76646,2
76648,76648,25
76649,76649,2
76650,76650,2
76652,76652,10
76653,76653,15
76654,76654,20
76655,76655,6
76656,76656,9
76658,76658,4
76659,76659,6
76661,76661,3
76663,76663,40
76666,76666,3
76668,76668,24
76669,76669,5
76670,76670,22
76671,76671,20
76672,76672,7
76673,76673,10
76675,76675,5
76676,76676,15
76677,76677,5
76678,76678,11
76679,76679,10
76680,76680,2
76681,76681,2
76682,76682,5
76683,76683,23
76684,76684,10
76685,76685,17
76687,76687,50
76688,76688,19
76689,76689,1
76690,76690,8
76691,76691,11
76692,76692,7
76694,76694,1
76695,76695,21
76696,76696,25
76697,76697,2
76698,76698,21
76699,76699,5
76700,76700,12
76702,76702,10
76703,76703,25
76704,76704,22
76705,76705,4
76706,76706,15
76707,76707,5
76709,76709,20
76710,76710,4
76711,76711,5
76712,76712,7
76713,76713,2
76714,76714,5
76715,76715,1
76716,76716,9
76717,76717,2
76720,76720,3
76721,76721,7
76722,76722,10
76723,76723,3
76724,76724,6
76726,76726,3
76727,76727,8
76730,76730,7
76731,76731,3
76734,76734,7
76735,76735,8
76736,76736,2
76737,76737,16
76738,76738,9
76741,76741,6
76743,76743,15
76744,76744,22
76745,76745,1
76746,76746,3
76747,76747,9
76749,76749,5
76750,76750,25
76751,76751,5
76753,76753,20
76755,76755,21
76756,76756,7
76757,76757,9
76758,76758,6
76759,76759,4
76760,76760,14
76762,76762,3
76763,76763,3
76764,76764,2
76765,76765,3
76767,76767,5
76768,76768,11
76769,76769,3
76770,76770,10
76771,76771,10
76773,76773,10
76774,76774,25
76775,76775,3
76776,76776,1
76778,76778,30
76779,76779,15
76780,76780,15
76781,76781,22
76784,76784,10
76785,76785,4
76787,76787,9
76788,76788,9
76790,76790,2
76791,76791,12
76793,76793,1
76794,76794,6
76795,76795,6
76796,76796,11
76797,76797,12
76798,76798,13
76800,76800,2
76801,76801,1
76802,76802,18
76803,76803,6
76805,76805,15
76807,76807,5
76808,76808,6
76809,76809,7
76810,76810,6
76811,76811,4
76812,76812,2
76813,76813,18
76814,76814,17
76816,76816,21
76817,76817,10
76819,76819,12
76820,76820,8
76821,76821,30
76822,76822,25
76823,76823,7
76824,76824,14
76825,76825,8
76828,76828,6
76829,76829,19
76830,76830,13
76832,76832,20
76834,76834,8
76835,76835,5
76836,76836,25
76837,76837,2
76838,76838,7
76839,76839,11
76840,76840,30
76843,76843,10
76845,76845,8
76846,76846,15
76847,76847,13
76849,76849,1
76850,76850,6
76851,76851,40
76852,76852,10
76853,76853,3
76854,76854,10
76855,76855,11
76856,76856,7
76857,76857,14
76858,76858,2
76859,76859,4
76860,76860,20
76863,76863,25
76864,76864,6
76865,76865,3
76866,76866,5
76867,76867,7
76868,76868,3
76869,76869,6
76870,76870,5
76871,76871,6
76872,76872,13
76873,76873,1
76875,76875,28
76876,76876,10
76877,76877,15
76878,76878,6
76880,76880,3
76881,76881,4
76882,76882,1
76883,76883,25
76884,76884,18
76885,76885,5
76886,76886,13
76887,76887,10
76888,76888,6
76889,76889,10
76892,76892,28
76893,76893,9
76894,76894,2
76897,76897,1
76898,76898,4
76899,76899,7
76900,76900,5
76901,76901,8
76902,76902,2
76903,76903,8
76904,76904,5
76905,76905,15
76908,76908,5
76910,76910,2
76911,76911,22
76913,76913,7
76914,76914,3
76915,76915,6
76916,76916,7
76919,76919,3
76920,76920,2
76922,76922,10
76923,76923,3
76924,76924,12
76925,76925,12
76926,76926,20
76927,76927,4
76928,76928,8
76929,76929,2
76930,76930,25
76931,76931,20
76932,76932,22
76933,76933,5
76935,76935,15
76936,76936,3
76938,76938,10
76939,76939,6
76941,76941,5
76942,76942,8
76943,76943,40
76947,76947,2
76950,76950,9
76951,76951,7
76953,76953,20
76954,76954,3
76955,76955,19
76956,76956,9
76957,76957,11
76961,76961,3
76962,76962,3
76964,76964,20
76965,76965,3
76966,76966,20
76967,76967,14
76968,76968,16
76969,76969,1
76970,76970,12
76971,76971,10
76973,76973,2
76974,76974,16
76975,76975,14
76976,76976,4
76977,76977,21
76979,76979,5
76980,76980,11
76981,76981,3
76982,76982,4
76983,76983,9
76985,76985,2
76986,76986,19
76987,76987,7
76988,76988,13
76989,76989,1
76991,76991,10
76992,76992,3
76993,76993,16
76994,76994,6
76996,76996,10
76997,76997,2
76998,76998,2
76999,76999,6
77000,77000,5
77002,77002,1
77004,77004,4
77005,77005,15
77007,77007,5
77008,77008,12
77011,77011,20
77012,77012,9
77013,77013,15
77014,77014,1
77015,77015,10
77016,77016,20
77017,77017,5
77018,77018,21
77019,77019,31
77020,77020,9
77021,77021,9
77023,77023,8
77024,77024,5
77025,77025,8
77026,77026,11
77027,77027,7
77028,77028,6
77029,77029,5
77030,77030,7
77032,77032,8
77033,77033,1
77034,77034,4
77035,77035,3
77038,77038,4
77040,77040,5
77042,77042,8
77045,77045,30
77046,77046,1
77048,77048,3
77051,77051,2
77053,77053,8
77059,77059,26
77060,77060,6
77062,77062,1
77063,77063,7
77064,77064,3
77065,77065,16
77066,77066,15
77067,77067,6
77068,77068,4
77069,77069,29
77071,77071,9
77072,77072,9
77073,77073,30
77074,77074,2
77075,77075,3
77076,77076,4
77077,77077,12
77078,77078,10
77080,77080,6
77082,77082,16
77084,77084,10
77085,77085,5
77087,77087,26
77088,77088,6
77089,77089,2
77090,77090,4
77091,77091,1
77093,77093,5
77094,77094,3
77095,77095,2
77096,77096,2
77097,77097,21
77099,77099,6
77100,77100,3
77101,77101,24
77103,77103,3
77105,77105,25
77106,77106,37
77107,77107,10
77108,77108,31
77109,77109,15
77110,77110,16
77111,77111,22
77112,77112,13
77114,77114,4
77115,77115,2
77116,77116,25
77117,77117,5
77119,77119,1
77121,77121,3
77122,77122,13
77123,77123,2
77124,77124,6
77125,77125,5
77126,77126,21
77127,77127,6
77128,77128,27
77130,77130,10
77131,77131,3
77132,77132,11
77133,77133,6
77135,77135,9
77136,77136,4
77137,77137,1
77138,77138,5
77139,77139,10
77142,77142,6
77143,77143,5
77144,77144,6
77145,77145,2
77147,77147,14
77148,77148,1
77150,77150,16
77152,77152,14
77153,77153,15
77154,77154,25
77155,77155,20
77156,77156,31
77157,77157,10
77158,77158,4
77159,77159,17
77160,77160,10
77161,77161,13
77162,77162,21
77163,77163,14
77164,77164,1
77165,77165,14
77166,77166,9
77167,77167,1
77168,77168,5
77169,77169,8
77171,77171,5
77172,77172,14
77173,77173,20
77175,77175,19
77176,77176,12
77178,77178,5
77179,77179,3
77181,77181,2
77183,77183,10
77184,77184,3
77185,77185,13
77186,77186,3
77188,77188,3
77189,77189,1
77190,77190,1
77191,77191,15
77192,77192,14
77195,77195,17
77196,77196,2
77197,77197,20
77198,77198,1
77199,77199,18
77200,77200,3
77202,77202,7
77203,77203,2
77204,77204,17
77205,77205,14
77206,77206,10
77207,77207,14
77210,77210,15
77211,77211,2
77212,77212,4
77213,77213,20
77214,77214,5
77217,77217,22
77218,77218,5
77219,77219,16
77220,77220,2
77221,77221,17
77222,77222,29
77223,77223,1
77224,77224,17
77225,77225,2
77226,77226,39
77227,77227,1
77228,77228,26
77230,77230,1
77231,77231,17
77232,77232,10
77233,77233,5
77234,77234,6
77235,77235,9
77237,77237,3
77239,77239,3
77240,77240,4
77241,77241,13
77242,77242,4
77244,77244,7
77245,77245,12
77246,77246,18
77247,77247,2
77248,77248,6
77250,77250,3
77251,77251,6
77252,77252,4
77253,77253,6
77254,77254,15
77257,77257,6
77259,77259,4
77260,77260,13
77261,77261,2
77262,77262,40
77264,77264,6
77265,77265,2
77266,77266,1
77267,77267,20
77268,77268,2
77269,77269,2
77270,77270,13
77271,77271,3
77274,77274,13
77276,77276,10
77278,77278,4
77279,77279,25
77280,77280,36
77282,77282,1
77283,77283,1
77284,77284,30
77286,77286,1
77287,77287,1
77288,77288,5
77289,77289,13
77290,77290,7
77292,77292,2
77293,77293,20
77294,77294,1
77295,77295,3
77297,77297,4
77299,77299,13
77300,77300,4
77301,77301,25
77303,77303,10
77306,77306,16
77309,77309,14
77310,77310,10
77312,77312,5
77314,77314,9
77315,77315,20
77316,77316,2
77317,77317,10
77319,77319,4
77320,77320,2
77321,77321,3
77322,77322,1
77323,77323,5
77325,77325,25
77326,77326,4
77327,77327,10
77328,77328,10
77329,77329,12
77330,77330,5
77331,77331,2
77332,77332,14
77333,77333,11
77335,77335,1
77336,77336,15
77338,77338,3
77339,77339,24
77341,77341,8
77343,77343,11
77345,77345,9
77346,77346,21
77347,77347,6
77349,77349,15
77350,77350,10
77351,77351,25
77354,77354,5
77355,77355,17
77356,77356,11
77357,77357,4
77361,77361,3
77362,77362,2
77363,77363,8
77364,77364,14
77367,77367,3
77368,77368,11
77369,77369,13
77370,77370,2
77371,77371,2
77372,77372,2
77373,77373,10
77374,77374,23
77375,77375,4
77376,77376,10
77377,77377,32
77378,77378,8
77379,77379,2
77382,77382,4
77385,77385,25
77386,77386,3
77388,77388,4
77389,77389,14
77390,77390,8
77392,77392,1
77393,77393,8
77394,77394,3
77395,77395,32
77396,77396,3
77397,77397,24
77398,77398,1
77400,77400,14
77401,77401,10
77402,77402,37
77403,77403,6
77405,77405,1
77407,77407,33
77410,77410,16
77411,77411,10
77412,77412,1
77414,77414,9
77415,77415,3
77416,77416,6
77417,77417,18
77418,77418,14
77419,77419,25
77421,77421,15
77422,77422,22
77424,77424,25
77425,77425,12
77426,77426,10
77428,77428,7
77429,77429,45
77430,77430,15
77431,77431,10
77432,77432,11
77434,77434,22
77435,77435,1
77437,77437,1
77438,77438,2
77442,77442,4
77444,77444,7
77447,77447,1
77448,77448,6
77449,77449,1
77450,77450,7
77452,77452,2
77455,77455,2
77456,77456,4
77457,77457,7
77458,77458,11
77461,77461,7
77463,77463,8
77465,77465,17
77467,77467,3
77473,77473,2
77474,77474,1
77475,77475,4
77476,77476,1
77477,77477,3
77478,77478,5
77482,77482,17
77483,77483,12
77484,77484,10
77485,77485,25
77486,77486,4
77488,77488,16
77489,77489,11
77490,77490,1
77491,77491,15
77492,77492,4
77493,77493,4
77494,77494,1
77495,77495,2
77496,77496,20
77497,77497,5
77498,77498,4
77499,77499,22
77502,77502,15
77504,77504,15
77506,77506,15
77507,77507,1
77508,77508,1
77509,77509,2
77511,77511,2
77512,77512,1
77513,77513,6
77515,77515,9
77516,77516,7
77517,77517,21
77518,77518,1
77519,77519,11
77520,77520,15
77521,77521,12
77522,77522,25
77525,77525,1
77528,77528,3
77529,77529,4
77530,77530,8
77531,77531,1
77533,77533,5
77535,77535,3
77536,77536,1
77538,77538,5
77539,77539,3
77541,77541,20
77544,77544,32
77546,77546,5
77554,77554,8
77555,77555,3
77558,77558,2
77559,77559,7
77560,77560,21
77561,77561,21
77562,77562,5
77564,77564,7
77565,77565,4
77566,77566,5
77568,77568,2
77571,77571,5
77573,77573,8
77574,77574,20
77575,77575,8
77576,77576,1
77577,77577,8
77582,77582,10
77586,77586,10
77587,77587,5
77590,77590,5
77592,77592,31
77593,77593,5
77595,77595,1
77597,77597,6
77600,77600,23
77604,77604,11
77605,77605,1
77606,77606,1
77608,77608,1
77609,77609,4
77610,77610,6
77611,77611,14
77612,77612,5
77613,77613,1
77614,77614,7
77615,77615,12
77616,77616,2
77617,77617,5
77620,77620,1
77621,77621,6
77622,77622,2
77624,77624,13
77625,77625,7
77629,77629,1
77632,77632,1
77633,77633,2
77636,77636,8
77637,77637,4
77638,77638,2
77643,77643,12
77648,77648,3
77649,77649,4
77651,77651,6
77652,77652,14
77653,77653,33
77654,77654,10
77655,77655,3
77658,77658,3
77659,77659,3
77664,77664,7
77665,77665,2
77666,77666,4
77668,77668,7
77670,77670,4
77671,77671,20
77672,77672,10
77674,77674,16
77676,77676,13
77677,77677,27
77679,77679,7
77682,77682,2
77684,77684,4
77685,77685,20
77687,77687,2
77688,77688,2
77690,77690,7
77691,77691,28
77692,77692,1
77693,77693,15
77694,77694,4
77696,77696,30
77697,77697,35
77698,77698,27
77699,77699,15
77702,77702,30
77703,77703,35
77706,77706,9
77708,77708,5
77710,77710,20
77711,77711,3
77713,77713,6
77714,77714,20
77716,77716,10
77717,77717,3
77721,77721,15
77722,77722,4
77725,77725,7
77726,77726,11
77728,77728,1
77733,77733,11
77734,77734,10
77736,77736,1
77737,77737,17
77738,77738,15
77739,77739,22
77741,77741,10
77742,77742,21
77743,77743,2
77745,77745,2
77747,77747,3
77748,77748,30
77749,77749,1
77753,77753,8
77757,77757,14
77759,77759,1
77760,77760,23
77761,77761,9
77764,77764,2
77765,77765,1
77766,77766,2
77768,77768,10
77770,77770,12
77771,77771,4
77772,77772,2
77773,77773,3
77775,77775,32
77776,77776,15
77777,77777,3
77779,77779,1
77780,77780,23
77781,77781,17
77782,77782,1
77785,77785,12
77786,77786,6
77788,77788,6
77789,77789,3
77792,77792,2
77797,77797,3
77800,77800,12
77801,77801,7
77802,77802,21
77804,77804,6
77805,77805,18
77806,77806,4
77807,77807,18
77809,77809,6
77810,77810,1
77811,77811,10
77812,77812,17
77813,77813,12
77815,77815,10
77817,77817,4
77822,77822,10
77823,77823,19
77824,77824,2
77825,77825,9
77826,77826,3
77827,77827,10
77828,77828,5
77829,77829,3
77831,77831,1
77832,77832,3
77834,77834,4
77835,77835,3
77836,77836,1
77837,77837,1
77840,77840,4
77841,77841,4
77842,77842,35
77845,77845,2
77849,77849,1
77851,77851,6
77852,77852,20
77854,77854,5
77856,77856,25
77857,77857,2
77861,77861,17
77864,77864,5
77868,77868,2
77870,77870,2
77871,77871,11
77872,77872,4
77873,77873,7
77874,77874,1
77875,77875,2
77877,77877,23
77879,77879,7
77881,77881,1
77884,77884,1
77886,77886,3
77889,77889,13
77890,77890,8
77891,77891,39
77895,77895,5
77897,77897,8
77899,77899,42
77905,77905,5
77906,77906,4
77908,77908,4
77911,77911,30
77912,77912,6
77914,77914,2
77915,77915,8
77916,77916,5
77918,77918,1
77920,77920,5
77921,77921,1
77923,77923,5
77928,77928,5
77930,77930,7
77933,77933,1
77934,77934,10
77935,77935,6
77936,77936,21
77937,77937,2
77938,77938,23
77940,77940,4
77941,77941,20
77942,77942,3
77943,77943,1
77945,77945,8
77947,77947,7
77948,77948,5
77949,77949,3
77950,77950,9
77951,77951,2
77952,77952,10
77953,77953,27
77956,77956,9
77961,77961,2
77963,77963,2
77964,77964,8
77967,77967,3
77968,77968,30
77969,77969,40
77972,77972,8
77973,77973,13
77974,77974,3
77975,77975,4
77976,77976,13
77978,77978,5
77980,77980,7
77981,77981,1
77982,77982,10
77983,77983,13
77984,77984,10
77985,77985,15
77986,77986,1
77988,77988,11
77989,77989,4
77990,77990,2
77991,77991,10
77992,77992,1
77993,77993,10
77994,77994,6
77997,77997,1
77998,77998,1
77999,77999,3
78000,78000,4
78004,78004,2
78005,78005,8
78009,78009,4
78010,78010,10
78011,78011,6
78012,78012,4
78013,78013,20
78014,78014,15
78017,78017,2
78018,78018,9
78019,78019,2
78020,78020,12
78021,78021,15
78023,78023,4
78027,78027,30
78028,78028,5
78029,78029,30
78031,78031,12
78032,78032,5
78034,78034,4
78037,78037,2
78038,78038,2
78039,78039,30
78040,78040,1
78041,78041,5
78043,78043,1
78044,78044,3
78047,78047,1
78048,78048,1
78050,78050,3
78052,78052,20
78053,78053,15
78054,78054,2
78055,78055,1
78057,78057,2
78059,78059,2
78060,78060,10
78061,78061,4
78062,78062,4
78065,78065,21
78067,78067,8
78068,78068,10
78074,78074,13
78076,78076,28
78077,78077,4
78081,78081,2
78083,78083,4
78085,78085,5
78086,78086,3
78088,78088,5
78089,78089,15
78091,78091,6
78094,78094,1
78095,78095,1
78097,78097,17
78100,78100,9
78101,78101,4
78104,78104,10
78105,78105,11
78106,78106,3
78113,78113,5
78114,78114,20
78115,78115,2
78118,78118,3
78119,78119,5
78121,78121,4
78122,78122,2
78124,78124,12
78126,78126,1
78127,78127,15
78128,78128,5
78129,78129,1
78134,78134,4
78136,78136,1
78137,78137,5
78138,78138,12
78139,78139,15
78140,78140,5
78142,78142,15
78143,78143,2
78145,78145,4
78149,78149,14
78151,78151,17
78152,78152,2
78153,78153,1
78157,78157,40
78159,78159,4
78160,78160,10
78162,78162,7
78164,78164,7
78165,78165,11
78166,78166,1
78167,78167,8
78174,78174,10
78175,78175,1
78176,78176,38
78179,78179,16
78181,78181,8
78182,78182,5
78184,78184,1
78185,78185,3
78189,78189,5
78191,78191,13
78192,78192,10
78194,78194,7
78198,78198,2
78200,78200,36
78204,78204,18
78206,78206,5
78207,78207,15
78210,78210,7
78211,78211,1
78215,78215,11
